DataOperacao,PredicaoIA,Candle,Close,Open,High,Low,CandleCorpoPct,CandlePavioSuperiorPct,CandlePavioInferiorPct,Profit,ProfitPct,ProfitAcumulado,ProfitJurosComposto
08/10/2019 00:00,Short,UP,180.6,179.88,184.87,177,0.4,2.36,1.6,Loss,0.4,55.28,1552.8
09/10/2019 00:00,Long,UP,192.62,180.61,195.53,178.96,6.24,1.51,0.91,Gain,6.24,61.52,1615.2
10/10/2019 00:00,Short,DOWN,191.14,192.61,194.2,186.88,0.76,0.83,2.23,Gain,0.76,62.28,1622.8
11/10/2019 00:00,Short,DOWN,180.72,191.18,196.65,179.41,5.47,2.86,0.72,Gain,5.47,67.75,1677.5
12/10/2019 00:00,Long,DOWN,179.68,180.65,184.64,177.59,0.54,2.21,1.16,Loss,0.54,67.21,1672.1
13/10/2019 00:00,Long,UP,180.99,179.65,184.95,178.52,0.74,2.19,0.63,Gain,0.74,67.95,1679.5
14/10/2019 00:00,Long,UP,186.72,180.98,187.54,180.43,3.07,0.44,0.3,Gain,3.07,71.02,1710.2
15/10/2019 00:00,Short,DOWN,180.49,186.7,188.37,175.96,3.33,0.89,2.51,Gain,3.33,74.35,1743.5
16/10/2019 00:00,Long,DOWN,174.47,180.52,181.44,171.81,3,0.51,1.52,Loss,3,71.35,1713.5
17/10/2019 00:00,Long,UP,177.16,174.52,178.96,172.61,1.49,1.02,1.09,Gain,1.49,72.84,1728.4
18/10/2019 00:00,Short,DOWN,172.74,177.17,177.44,168.66,2.5,0.15,2.36,Gain,2.5,75.34,1753.4
19/10/2019 00:00,Long,DOWN,171.79,172.78,174.98,169.44,0.57,1.27,1.37,Loss,0.57,74.77,1747.7
20/10/2019 00:00,Long,UP,175.22,171.84,176.88,169.21,1.93,0.95,1.53,Gain,1.93,76.7,1767
21/10/2019 00:00,Short,DOWN,173.98,175.18,177.9,171.59,0.69,1.55,1.37,Gain,0.69,77.39,1773.9
22/10/2019 00:00,Long,DOWN,171.2,174,175.04,170.3,1.61,0.6,0.53,Loss,1.61,75.78,1757.8
23/10/2019 00:00,Long,DOWN,162.35,171.19,171.49,153.45,3,0.18,5.48,Loss,3,72.78,1727.8
24/10/2019 00:00,Long,DOWN,160.38,162.35,163.72,158.72,1.21,0.84,1.04,Loss,1.21,71.57,1715.7
25/10/2019 00:00,Long,UP,181.5,160.39,187.78,160.25,11.63,3.46,0.09,Gain,11.63,83.2,1832
26/10/2019 00:00,Short,DOWN,179.49,181.53,197.74,173.8,3,8.93,3.17,Loss,3,80.2,1802
27/10/2019 00:00,Long,UP,183.75,179.42,188.7,176.22,2.36,2.69,1.78,Gain,2.36,82.56,1825.6
28/10/2019 00:00,Short,DOWN,181.72,183.84,189.48,180.35,3,3.07,0.75,Loss,3,79.56,1795.6
29/10/2019 00:00,Long,UP,190.46,181.67,192.74,181.26,4.62,1.2,0.23,Gain,4.62,84.18,1841.8
30/10/2019 00:00,Short,DOWN,183.13,190.45,191.71,179.28,3.84,0.66,2.1,Gain,3.84,88.02,1880.2
31/10/2019 00:00,Long,DOWN,182.18,183.14,185.27,177.66,3,1.16,2.48,Loss,3,85.02,1850.2
01/11/2019 00:00,Short,UP,182.85,182.19,184.5,177.02,0.36,0.9,2.84,Loss,0.36,84.66,1846.6
02/11/2019 00:00,Short,UP,182.91,182.86,186,181.53,0.03,1.69,0.73,Loss,0.03,84.63,1846.3
03/11/2019 00:00,Long,DOWN,181.54,182.9,184.7,178.95,0.74,0.98,1.43,Loss,0.74,83.89,1838.9
04/11/2019 00:00,Long,UP,185.71,181.53,188.64,180.36,2.25,1.58,0.64,Gain,2.25,86.14,1861.4
05/11/2019 00:00,Short,UP,188.68,185.71,192.51,182.22,3,2.03,1.88,Loss,3,83.14,1831.4
06/11/2019 00:00,Short,UP,191.16,188.65,195.09,187.72,3,2.06,0.49,Loss,3,80.14,1801.4
07/11/2019 00:00,Short,DOWN,186.68,191.16,192.27,184.59,2.34,0.58,1.12,Gain,2.34,82.48,1824.8
08/11/2019 00:00,Long,DOWN,183.74,186.67,188.26,181.41,1.57,0.85,1.27,Loss,1.57,80.91,1809.1
09/11/2019 00:00,Long,UP,184.89,183.71,185.79,182.63,0.64,0.49,0.59,Gain,0.64,81.55,1815.5
10/11/2019 00:00,Short,UP,188.96,184.86,191.58,183.3,3,1.39,0.84,Loss,3,78.55,1785.5
11/11/2019 00:00,Short,DOWN,184.98,188.96,190.19,184.06,2.11,0.65,0.5,Gain,2.11,80.66,1806.6
12/11/2019 00:00,Long,UP,187.09,184.98,187.65,182.41,1.13,0.3,1.39,Gain,1.13,81.79,1817.9
13/11/2019 00:00,Short,UP,188.11,187.09,189.66,185.3,0.54,0.82,0.96,Loss,0.54,81.25,1812.5
14/11/2019 00:00,Short,DOWN,184.92,188.07,188.72,183.34,1.67,0.35,0.85,Gain,1.67,82.92,1829.2
15/11/2019 00:00,Long,DOWN,180,184.93,186.7,177.67,3,0.96,1.29,Loss,3,79.92,1799.2
16/11/2019 00:00,Long,UP,182.37,179.99,183.46,179.3,1.31,0.6,0.38,Gain,1.31,81.23,1812.3
17/11/2019 00:00,Short,UP,183.82,182.37,186.09,180,0.79,1.23,1.3,Loss,0.79,80.44,1804.4
18/11/2019 00:00,Short,DOWN,178.2,183.82,184.06,175.01,3.06,0.13,1.79,Gain,3.06,83.5,1835
19/11/2019 00:00,Long,DOWN,175.94,178.2,178.52,172.65,3,0.18,1.87,Loss,3,80.5,1805
20/11/2019 00:00,Short,DOWN,174.72,175.93,177.41,173.5,0.69,0.84,0.7,Gain,0.69,81.19,1811.9
21/11/2019 00:00,Long,DOWN,161.01,174.75,175.85,157.26,3,0.63,2.33,Loss,3,78.19,1781.9
22/11/2019 00:00,Long,DOWN,149.56,161.02,162.79,138,3,1.1,7.73,Loss,3,75.19,1751.9
23/11/2019 00:00,Short,UP,151.84,149.55,154.33,146.11,3,1.64,2.3,Loss,3,72.19,1721.9
24/11/2019 00:00,Short,DOWN,139.96,151.84,152.86,138.62,7.82,0.67,0.96,Gain,7.82,80.01,1800.1
25/11/2019 00:00,Long,UP,145.69,139.99,151.5,131.45,3,3.99,6.1,Loss,3,77.01,1770.1
26/11/2019 00:00,Short,UP,147.47,145.81,149.97,143.37,1.13,1.7,1.67,Loss,1.13,75.88,1758.8
27/11/2019 00:00,Short,UP,152.62,147.47,155.54,140.84,3,1.91,4.5,Loss,3,72.88,1728.8
28/11/2019 00:00,Short,DOWN,150.72,152.61,154.63,149.09,1.24,1.32,1.08,Gain,1.24,74.12,1741.2
29/11/2019 00:00,Long,UP,154.57,150.69,157.6,150.23,2.51,1.96,0.31,Gain,2.51,76.63,1766.3
30/11/2019 00:00,Short,DOWN,151.37,154.54,155.25,149.7,2.05,0.46,1.1,Gain,2.05,78.68,1786.8
01/12/2019 00:00,Long,DOWN,150.73,151.43,152.49,145.79,3,0.7,3.28,Loss,3,75.68,1756.8
02/12/2019 00:00,Short,DOWN,148.65,150.72,151.42,146.71,1.37,0.46,1.31,Gain,1.37,77.05,1770.5
03/12/2019 00:00,Long,DOWN,147.17,148.66,149.93,145.77,1,0.85,0.95,Loss,1,76.05,1760.5
04/12/2019 00:00,Long,DOWN,145.38,147.19,151.98,143.15,1.23,3.25,1.53,Loss,1.23,74.82,1748.2
05/12/2019 00:00,Long,UP,148.1,145.45,149.02,143.64,1.79,0.62,1.24,Gain,1.79,76.61,1766.1
06/12/2019 00:00,Short,UP,148.45,148.11,149.77,145.74,0.23,0.89,1.6,Loss,0.23,76.38,1763.8
07/12/2019 00:00,Short,DOWN,147.14,148.46,149.49,146.85,0.89,0.69,0.2,Gain,0.89,77.27,1772.7
08/12/2019 00:00,Long,UP,150.44,147.16,151.62,146.11,2.18,0.78,0.71,Gain,2.18,79.45,1794.5
09/12/2019 00:00,Short,DOWN,147.38,150.44,151.19,146.56,2.03,0.5,0.56,Gain,2.03,81.48,1814.8
10/12/2019 00:00,Long,DOWN,145.56,147.4,148.57,143.81,1.25,0.79,1.2,Loss,1.25,80.23,1802.3
11/12/2019 00:00,Long,DOWN,143.39,145.53,146.34,142.12,1.47,0.56,0.89,Loss,1.47,78.76,1787.6
12/12/2019 00:00,Long,UP,144.87,143.41,145.85,139.24,1.01,0.68,2.91,Gain,1.01,79.77,1797.7
13/12/2019 00:00,Short,DOWN,144.8,144.87,146,142.8,0.05,0.78,1.38,Gain,0.05,79.82,1798.2
14/12/2019 00:00,Short,DOWN,141.79,144.8,145.07,141.18,2.08,0.19,0.43,Gain,2.08,81.9,1819
15/12/2019 00:00,Long,UP,142.46,141.79,144.12,139.92,0.47,1.17,1.32,Gain,0.47,82.37,1823.7
16/12/2019 00:00,Short,DOWN,132.73,142.46,142.72,127.93,6.83,0.18,3.62,Gain,6.83,89.2,1892
17/12/2019 00:00,Long,DOWN,121.88,132.72,132.98,119.11,3,0.2,2.27,Loss,3,86.2,1862
18/12/2019 00:00,Long,UP,132.78,121.88,134.87,116.26,3,1.57,4.61,Loss,3,83.2,1832
19/12/2019 00:00,Short,DOWN,128.1,132.8,134,125.69,3.54,0.9,1.88,Gain,3.54,86.74,1867.4
20/12/2019 00:00,Long,UP,128.19,128.1,129.39,125.84,0.07,0.94,1.76,Gain,0.07,86.81,1868.1
21/12/2019 00:00,Short,DOWN,126.99,128.19,128.4,126.5,0.94,0.16,0.39,Gain,0.94,87.75,1877.5
22/12/2019 00:00,Long,UP,132.09,127,133.07,126.82,3.85,0.74,0.14,Gain,3.85,91.6,1916
23/12/2019 00:00,Short,DOWN,127.8,132.12,135.1,126,3.27,2.26,1.41,Gain,3.27,94.87,1948.7
24/12/2019 00:00,Long,DOWN,127.75,127.8,129.69,126.61,0.04,1.48,0.89,Loss,0.04,94.83,1948.3
25/12/2019 00:00,Long,DOWN,125.09,127.7,127.84,123.07,3,0.11,1.61,Loss,3,91.83,1918.3
26/12/2019 00:00,Long,UP,125.58,125.09,132.26,124.32,0.39,5.32,0.62,Gain,0.39,92.22,1922.2
27/12/2019 00:00,Long,UP,126.29,125.58,127.1,121.91,0.56,0.64,2.92,Gain,0.56,92.78,1927.8
28/12/2019 00:00,Short,UP,128.11,126.28,129.68,125.84,1.43,1.23,0.35,Loss,1.43,91.35,1913.5
29/12/2019 00:00,Short,UP,134.36,128.11,138.07,127.52,3,2.76,0.46,Loss,3,88.35,1883.5
30/12/2019 00:00,Short,DOWN,131.59,134.36,136.24,130.3,2.06,1.4,0.98,Gain,2.06,90.41,1904.1
31/12/2019 00:00,Long,DOWN,129.16,131.61,133.68,128.17,1.86,1.57,0.77,Loss,1.86,88.55,1885.5
01/01/2020 00:00,Long,UP,130.77,129.16,133.05,128.68,1.23,1.74,0.37,Gain,1.23,89.78,1897.8
01/01/2020 00:00,Long,UP,130.77,129.16,133.05,128.68,1.23,1.74,0.37,Gain,1.23,91.01,1910.1
02/01/2020 00:00,Short,DOWN,127.19,130.72,130.78,126.38,2.7,0.05,0.64,Gain,2.7,93.71,1937.1
03/01/2020 00:00,Long,UP,134.35,127.19,135.14,125.88,5.33,0.59,1.03,Gain,5.33,99.04,1990.4
04/01/2020 00:00,Short,DOWN,134.2,134.37,135.85,132.5,0.13,1.1,1.27,Gain,0.13,99.17,1991.7
05/01/2020 00:00,Short,UP,135.37,134.2,138.19,134.19,0.86,2.08,0.01,Loss,0.86,98.31,1983.1
06/01/2020 00:00,Long,UP,144.15,135.37,144.41,134.86,6.09,0.18,0.38,Gain,6.09,104.4,2044
07/01/2020 00:00,Short,DOWN,142.8,144.14,145.31,138.76,0.93,0.81,2.83,Gain,0.93,105.33,2053.3
08/01/2020 00:00,Short,DOWN,140.72,142.8,147.77,137.03,3,3.48,2.62,Loss,3,102.33,2023.3
09/01/2020 00:00,Long,DOWN,137.74,140.76,141.5,135.3,3,0.53,1.77,Loss,3,99.33,1993.3
10/01/2020 00:00,Long,UP,144.84,137.73,145.17,135.32,4.91,0.23,1.75,Gain,4.91,104.24,2042.4
11/01/2020 00:00,Short,DOWN,142.38,144.83,148.05,142.09,1.69,2.22,0.2,Gain,1.69,105.93,2059.3
12/01/2020 00:00,Long,UP,146.54,142.4,146.6,141.76,2.83,0.04,0.45,Gain,2.83,108.76,2087.6
13/01/2020 00:00,Short,DOWN,143.58,146.56,147,142.27,2.03,0.3,0.91,Gain,2.03,110.79,2107.9
14/01/2020 00:00,Long,UP,165.64,143.58,171.7,143.51,13.32,3.66,0.05,Gain,13.32,124.11,2241.1
15/01/2020 00:00,Short,UP,166.4,165.6,171.98,159.2,3,3.35,3.86,Loss,3,121.11,2211.1
16/01/2020 00:00,Short,DOWN,164.21,166.4,167.4,157.8,1.32,0.6,3.9,Gain,1.32,122.43,2224.3
17/01/2020 00:00,Short,UP,169.85,164.24,174.81,162.14,3,2.92,1.28,Loss,3,119.43,2194.3
18/01/2020 00:00,Short,UP,174.14,169.92,179.5,164.92,3,3.08,2.94,Loss,3,116.43,2164.3
19/01/2020 00:00,Short,DOWN,166.79,174.1,178.05,161.66,4.2,2.27,3.08,Gain,4.2,120.63,2206.3
20/01/2020 00:00,Long,UP,166.87,166.79,169.33,161.24,3,1.47,3.33,Loss,3,117.63,2176.3
21/01/2020 00:00,Short,UP,169.49,166.86,170.32,164.8,1.55,0.49,1.23,Loss,1.55,116.08,2160.8
22/01/2020 00:00,Short,DOWN,168.07,169.48,171.47,166.03,0.83,1.17,1.21,Gain,0.83,116.91,2169.1
23/01/2020 00:00,Long,DOWN,162.81,168.07,168.2,159.21,3,0.08,2.21,Loss,3,113.91,2139.1
24/01/2020 00:00,Long,DOWN,162.54,162.85,164.45,155.55,3,0.98,4.3,Loss,3,110.91,2109.1
25/01/2020 00:00,Short,DOWN,160.35,162.51,162.79,157.61,1.33,0.17,1.71,Gain,1.33,112.24,2122.4
26/01/2020 00:00,Short,UP,167.86,160.36,168.08,159.41,3,0.13,0.59,Loss,3,109.24,2092.4
27/01/2020 00:00,Short,UP,170.08,167.91,172.56,165.22,1.28,1.46,1.6,Loss,1.28,107.96,2079.6
28/01/2020 00:00,Short,UP,175.64,170.04,176.2,170.03,3,0.32,0.01,Loss,3,104.96,2049.6
29/01/2020 00:00,Short,DOWN,173.72,175.58,178.45,173.33,1.06,1.63,0.22,Gain,1.06,106.02,2060.2
30/01/2020 00:00,Long,UP,184.69,173.68,187,170.93,5.96,1.25,1.58,Gain,5.96,111.98,2119.8
31/01/2020 00:00,Short,DOWN,179.99,184.71,185.82,175.22,2.56,0.6,2.65,Gain,2.56,114.54,2145.4
01/02/2020 00:00,Long,UP,183.6,179.94,184.28,179.23,1.99,0.37,0.39,Gain,1.99,116.53,2165.3
02/02/2020 00:00,Short,UP,188.44,183.63,193.43,179.1,3,2.65,2.47,Loss,3,113.53,2135.3
03/02/2020 00:00,Short,UP,189.69,188.48,195.19,186.62,3,2.9,0.99,Loss,3,110.53,2105.3
04/02/2020 00:00,Long,DOWN,188.91,189.74,191.6,184.69,0.44,0.98,2.23,Loss,0.44,110.09,2100.9
05/02/2020 00:00,Short,UP,203.78,188.91,207.61,188.19,3,1.88,0.38,Loss,3,107.09,2070.9
06/02/2020 00:00,Short,UP,213.19,203.78,216.33,201.02,3,1.47,1.35,Loss,3,104.09,2040.9
07/02/2020 00:00,Short,UP,223.33,213.16,225,213.14,3,0.75,0.01,Loss,3,101.09,2010.9
08/02/2020 00:00,Short,DOWN,223.05,223.36,227.75,213.22,0.14,1.97,4.41,Gain,0.14,101.23,2012.3
09/02/2020 00:00,Short,UP,228.49,223.01,230.65,222.86,3,0.95,0.07,Loss,3,98.23,1982.3
10/02/2020 00:00,Short,DOWN,222.89,228.53,229.4,216.37,2.47,0.38,2.93,Gain,2.47,100.7,2007
11/02/2020 00:00,Long,UP,236.69,222.89,239.15,218.17,5.83,1.04,2.12,Gain,5.83,106.53,2065.3
12/02/2020 00:00,Short,UP,265.74,236.69,275.34,236.69,3,3.61,0,Loss,3,103.53,2035.3
13/02/2020 00:00,Short,UP,268.32,265.74,277.69,256.08,3,3.49,3.64,Loss,3,100.53,2005.3
14/02/2020 00:00,Long,UP,285.15,268.34,287.15,260.28,3,0.7,3,Loss,3,97.53,1975.3
15/02/2020 00:00,Short,DOWN,264.88,285.11,288.41,261.86,7.1,1.16,1.14,Gain,7.1,104.63,2046.3
16/02/2020 00:00,Long,DOWN,258.85,264.91,274,237.41,3,3.43,8.28,Loss,3,101.63,2016.3
17/02/2020 00:00,Short,UP,267.85,258.89,268.77,242,3,0.34,6.52,Loss,3,98.63,1986.3
18/02/2020 00:00,Short,UP,282.61,267.9,285.88,258,3,1.16,3.7,Loss,3,95.63,1956.3
19/02/2020 00:00,Short,DOWN,258.45,282.64,285,251.56,8.56,0.83,2.67,Gain,8.56,104.19,2041.9
20/02/2020 00:00,Long,DOWN,256.96,258.44,264.33,245.34,3,2.28,4.52,Loss,3,101.19,2011.9
21/02/2020 00:00,Long,UP,265.27,256.97,268.24,253.61,3.13,1.12,1.31,Gain,3.13,104.32,2043.2
22/02/2020 00:00,Short,DOWN,261.57,265.32,266.81,256,1.41,0.56,2.13,Gain,1.41,105.73,2057.3
23/02/2020 00:00,Long,UP,274.48,261.55,275.68,261.02,4.71,0.44,0.2,Gain,4.71,110.44,2104.4
24/02/2020 00:00,Short,DOWN,265.52,274.5,277.2,257.09,3.27,0.98,3.17,Gain,3.27,113.71,2137.1
25/02/2020 00:00,Long,DOWN,246.67,265.47,266.22,244.44,3,0.28,0.9,Loss,3,110.71,2107.1
26/02/2020 00:00,Long,DOWN,223.93,246.67,250.32,215.66,3,1.48,3.69,Loss,3,107.71,2077.1
27/02/2020 00:00,Long,UP,227.79,223.98,238.3,210,3,4.61,6.24,Loss,3,104.71,2047.1
28/02/2020 00:00,Short,DOWN,226.76,227.73,234.67,214.01,3,3.05,5.62,Loss,3,101.71,2017.1
29/02/2020 00:00,Short,DOWN,217.21,226.76,233,217,4.21,2.75,0.1,Gain,4.21,105.92,2059.2
01/03/2020 00:00,Long,UP,217.81,217.29,227.89,212.36,0.24,4.63,2.27,Gain,0.24,106.16,2061.6
02/03/2020 00:00,Long,UP,231.97,217.81,234.4,216.07,6.1,1.05,0.8,Gain,6.1,112.26,2122.6
03/03/2020 00:00,Short,DOWN,223.91,232.1,232.46,219.57,3.53,0.16,1.94,Gain,3.53,115.79,2157.9
04/03/2020 00:00,Long,UP,224.26,223.84,228.85,220.23,0.19,2.05,1.61,Gain,0.19,115.98,2159.8
05/03/2020 00:00,Long,UP,228.38,224.26,234.09,224.23,1.8,2.5,0.01,Gain,1.8,117.78,2177.8
06/03/2020 00:00,Long,UP,244.88,228.38,245.16,227.33,6.74,0.11,0.46,Gain,6.74,124.52,2245.2
07/03/2020 00:00,Short,DOWN,237.23,244.93,251.93,236,3.14,2.86,0.52,Gain,3.14,127.66,2276.6
08/03/2020 00:00,Long,DOWN,199.43,237.23,237.23,195.5,3,0,1.97,Loss,3,124.66,2246.6
09/03/2020 00:00,Long,UP,202.81,199.43,208.62,190,3,2.86,4.73,Loss,3,121.66,2216.6
10/03/2020 00:00,Short,DOWN,200.7,202.79,206.2,195.54,1.03,1.68,2.57,Gain,1.03,122.69,2226.9
11/03/2020 00:00,Long,DOWN,194.61,200.74,203.18,181.73,3,1.22,6.62,Loss,3,119.69,2196.9
12/03/2020 00:00,Short,DOWN,107.82,194.61,195.55,101.2,44.6,0.48,6.14,Gain,44.6,164.29,2642.9
13/03/2020 00:00,Long,UP,134.06,107.67,139.68,86,3,4.19,20.13,Loss,3,161.29,2612.9
14/03/2020 00:00,Short,DOWN,122.54,134.06,134.68,120,8.59,0.46,2.07,Gain,8.59,169.88,2698.8
15/03/2020 00:00,Long,UP,123.78,122.54,133.5,120.16,1,7.85,1.94,Gain,1,170.88,2708.8
16/03/2020 00:00,Long,DOWN,111.02,123.82,124.33,101.1,3,0.41,8.94,Loss,3,167.88,2678.8
17/03/2020 00:00,Short,UP,115.67,111.02,120.8,109.38,3,4.44,1.48,Loss,3,164.88,2648.8
18/03/2020 00:00,Short,UP,118.11,115.67,118.5,109.86,2.07,0.33,5.02,Loss,2.07,162.81,2628.1
19/03/2020 00:00,Short,UP,136.3,118.11,143.13,115.46,3,5.01,2.24,Loss,3,159.81,2598.1
20/03/2020 00:00,Short,DOWN,133.48,136.3,152.55,116.74,3,11.92,12.54,Loss,3,156.81,2568.1
21/03/2020 00:00,Short,DOWN,132.66,133.49,137.49,125.69,3,3,5.25,Loss,3,153.81,2538.1
22/03/2020 00:00,Short,DOWN,122.32,132.63,137.13,121.1,3,3.39,1,Loss,3,150.81,2508.1
23/03/2020 00:00,Long,UP,135.92,122.31,137.5,119.5,10.01,1.16,2.3,Gain,10.01,160.82,2608.2
24/03/2020 00:00,Short,UP,138.42,135.89,143.36,132.2,3,3.57,2.72,Loss,3,157.82,2578.2
25/03/2020 00:00,Short,DOWN,136.1,138.42,142.33,132.54,1.68,2.82,2.62,Gain,1.68,159.5,2595
26/03/2020 00:00,Long,UP,138.4,136.11,139.74,133.26,1.65,0.97,2.09,Gain,1.65,161.15,2611.5
27/03/2020 00:00,Short,DOWN,131.33,138.4,141.27,129.68,5.11,2.07,1.26,Gain,5.11,166.26,2662.6
28/03/2020 00:00,Long,DOWN,130.98,131.33,132.97,124.88,3,1.25,4.66,Loss,3,163.26,2632.6
29/03/2020 00:00,Short,DOWN,124.5,130.94,131.84,123.81,4.92,0.69,0.55,Gain,4.92,168.18,2681.8
30/03/2020 00:00,Long,UP,132.06,124.47,135.42,124.06,5.75,2.54,0.33,Gain,5.75,173.93,2739.3
31/03/2020 00:00,Short,UP,132.72,132.09,135,130.38,0.47,1.72,1.29,Loss,0.47,173.46,2734.6
01/04/2020 00:00,Short,UP,135.69,132.72,136.99,128.62,3,0.96,3.09,Loss,3,170.46,2704.6
02/04/2020 00:00,Short,UP,141.28,135.65,149.76,135.01,3,6,0.47,Loss,3,167.46,2674.6
03/04/2020 00:00,Short,UP,141.31,141.27,146.72,137.26,3,3.83,2.84,Loss,3,164.46,2644.6
04/04/2020 00:00,Short,UP,144.1,141.3,146.28,138.88,3,1.51,1.71,Loss,3,161.46,2614.6
05/04/2020 00:00,Short,DOWN,142.68,144.1,145.58,140.68,0.99,1.03,1.4,Gain,0.99,162.45,2624.5
06/04/2020 00:00,Long,UP,171.32,142.69,172,142.6,16.71,0.4,0.06,Gain,16.71,179.16,2791.6
07/04/2020 00:00,Short,DOWN,164.63,171.32,176.22,162.22,3.9,2.86,1.46,Gain,3.9,183.06,2830.6
08/04/2020 00:00,Long,UP,173.11,164.62,174.48,163.59,4.9,0.79,0.63,Gain,4.9,187.96,2879.6
09/04/2020 00:00,Short,DOWN,169.52,173.15,173.38,165.19,2.1,0.13,2.55,Gain,2.1,190.06,2900.6
10/04/2020 00:00,Long,DOWN,157.81,169.56,170.1,152.11,3,0.32,3.61,Loss,3,187.06,2870.6
11/04/2020 00:00,Long,UP,158.33,157.81,161.37,153.91,0.33,1.92,2.47,Gain,0.33,187.39,2873.9
12/04/2020 00:00,Short,UP,158.59,158.33,164.78,155,3,3.9,2.1,Loss,3,184.39,2843.9
13/04/2020 00:00,Long,DOWN,156.29,158.56,158.97,150,3,0.26,4.02,Loss,3,181.39,2813.9
14/04/2020 00:00,Short,UP,158.45,156.28,161.85,155.23,3,2.15,0.67,Loss,3,178.39,2783.9
15/04/2020 00:00,Short,DOWN,152.73,158.46,161.29,152,3.62,1.79,0.48,Gain,3.62,182.01,2820.1
16/04/2020 00:00,Long,UP,172.29,152.74,174.79,148.33,11.35,1.45,2.89,Gain,11.35,193.36,2933.6
17/04/2020 00:00,Short,DOWN,170.69,172.31,174.96,168.31,0.94,1.54,1.39,Gain,0.94,194.3,2943
18/04/2020 00:00,Long,UP,187.4,170.61,189.54,170.48,8.96,1.14,0.08,Gain,8.96,203.26,3032.6
19/04/2020 00:00,Short,DOWN,180.03,187.4,188.35,175.75,3.93,0.51,2.38,Gain,3.93,207.19,3071.9
20/04/2020 00:00,Long,DOWN,170.2,180.02,186.46,166.7,3,3.58,2.06,Loss,3,204.19,3041.9
21/04/2020 00:00,Long,UP,170.74,170.21,174.7,168,0.31,2.32,1.3,Gain,0.31,204.5,3045
22/04/2020 00:00,Long,UP,182.7,170.73,184,169.78,6.55,0.71,0.56,Gain,6.55,211.05,3110.5
23/04/2020 00:00,Short,UP,185.51,182.7,193.63,178.16,3,4.38,2.48,Loss,3,208.05,3080.5
24/04/2020 00:00,Long,UP,187.59,185.57,189.8,184.72,1.08,1.18,0.46,Gain,1.08,209.13,3091.3
25/04/2020 00:00,Long,UP,194.21,187.6,198.36,185.76,3.4,2.14,0.98,Gain,3.4,212.53,3125.3
26/04/2020 00:00,Short,UP,197.38,194.21,200,192.3,1.61,1.33,0.98,Loss,1.61,210.92,3109.2
27/04/2020 00:00,Short,DOWN,196.34,197.39,199.05,189.29,0.53,0.84,3.59,Gain,0.53,211.45,3114.5
28/04/2020 00:00,Short,DOWN,196.24,196.33,198.5,192.36,0.05,1.11,1.98,Gain,0.05,211.5,3115
29/04/2020 00:00,Short,UP,215.36,196.24,218.77,196.22,3,1.58,0.01,Loss,3,208.5,3085
30/04/2020 00:00,Short,DOWN,206.08,215.4,227.3,202,3,5.52,1.98,Loss,3,205.5,3055
01/05/2020 00:00,Long,UP,212.02,206.07,217.14,205.91,2.81,2.41,0.08,Gain,2.81,208.31,3083.1
02/05/2020 00:00,Long,UP,213.9,212.01,215.37,210.36,0.88,0.69,0.78,Gain,0.88,209.19,3091.9
03/05/2020 00:00,Short,DOWN,209.86,213.89,219.3,203.92,1.88,2.53,2.83,Gain,1.88,211.07,3110.7
04/05/2020 00:00,Long,DOWN,206.48,209.86,210.65,194.88,3,0.38,5.62,Loss,3,208.07,3080.7
05/05/2020 00:00,Short,DOWN,205.29,206.47,211.68,201,0.57,2.52,2.09,Gain,0.57,208.64,3086.4
06/05/2020 00:00,Long,DOWN,198.97,205.3,210.77,197.71,3,2.66,0.63,Loss,3,205.64,3056.4
07/05/2020 00:00,Long,UP,212,198.92,215.1,196.43,6.17,1.46,1.25,Gain,6.17,211.81,3118.1
08/05/2020 00:00,Short,DOWN,211.31,212.01,216.61,206.9,0.33,2.17,2.09,Gain,0.33,212.14,3121.4
09/05/2020 00:00,Long,DOWN,210.07,211.32,214.6,208.4,0.59,1.55,0.79,Loss,0.59,211.55,3115.5
10/05/2020 00:00,Long,DOWN,187.54,210.09,210.18,179.59,3,0.04,4.24,Loss,3,208.55,3085.5
11/05/2020 00:00,Long,DOWN,185.73,187.62,193.5,176,3,3.13,5.24,Loss,3,205.55,3055.5
12/05/2020 00:00,Short,UP,189.76,185.8,192.24,185.48,3,1.31,0.17,Loss,3,202.55,3025.5
13/05/2020 00:00,Short,UP,199.58,189.77,201,188.35,3,0.71,0.75,Loss,3,199.55,2995.5
14/05/2020 00:00,Short,UP,203.29,199.61,206.02,195.67,3,1.34,1.97,Loss,3,196.55,2965.5
15/05/2020 00:00,Short,DOWN,194.86,203.29,204.08,191.66,4.15,0.39,1.64,Gain,4.15,200.7,3007
16/05/2020 00:00,Long,UP,200.45,194.87,203.5,193.21,2.78,1.52,0.85,Gain,2.78,203.48,3034.8
17/05/2020 00:00,Short,UP,207,200.44,209.85,199.68,3,1.38,0.38,Loss,3,200.48,3004.8
18/05/2020 00:00,Short,UP,214.91,207.02,217.07,207,3,1.01,0.01,Loss,3,197.48,2974.8
19/05/2020 00:00,Short,DOWN,214.58,214.92,215.95,209.45,0.16,0.48,2.39,Gain,0.16,197.64,2976.4
20/05/2020 00:00,Short,DOWN,209.98,214.6,215.75,204.27,2.15,0.54,2.72,Gain,2.15,199.79,2997.9
